Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Male,Loyal Customer,34,Personal Travel,Eco,261,4,4,0,2,3,0,4,3,5,2,1,5,2,3,10,9.0,0
Female,Loyal Customer,45,Business travel,Business,2684,3,3,3,3,2,4,4,4,4,4,4,5,4,4,0,0.0,1
Male,Loyal Customer,43,Business travel,Business,258,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.0,1
Female,Loyal Customer,27,Business travel,Business,3095,4,4,2,4,5,5,5,3,2,3,4,5,3,5,182,388.0,1
Male,Loyal Customer,64,Business travel,Business,308,5,5,5,5,4,1,3,5,5,5,5,3,5,2,0,0.0,1
Female,Loyal Customer,47,Business travel,Business,86,1,1,4,1,1,5,3,5,5,5,4,3,5,4,43,39.0,1
Female,Loyal Customer,26,Business travel,Business,588,5,5,5,5,3,3,3,3,4,5,4,5,5,3,0,0.0,1
Male,Loyal Customer,56,Personal Travel,Eco,997,1,5,1,5,4,1,4,4,5,2,4,3,5,4,0,0.0,1
Female,Loyal Customer,24,Business travel,Eco,1541,2,3,3,3,2,2,2,2,2,1,2,1,2,2,2,0.0,0
Female,Loyal Customer,13,Personal Travel,Eco Plus,874,3,1,3,3,3,3,3,3,3,1,2,4,3,3,0,0.0,0
Male,Loyal Customer,32,Business travel,Business,3861,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0.0,1
Male,Loyal Customer,41,Business travel,Eco,867,5,4,4,4,5,5,5,5,1,4,1,4,1,5,0,0.0,1
Male,Loyal Customer,29,Personal Travel,Eco,446,4,5,4,2,5,4,5,5,3,2,5,4,4,5,0,0.0,1
Female,disloyal Customer,25,Business travel,Business,447,2,0,2,2,1,2,1,1,5,2,4,3,4,1,27,16.0,0
Male,Loyal Customer,57,Business travel,Business,765,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0.0,1
Female,Loyal Customer,35,Business travel,Eco,1050,3,4,4,4,3,5,3,3,2,4,4,3,3,3,3,0.0,0
Male,Loyal Customer,21,Personal Travel,Eco,828,2,4,1,4,4,1,4,4,5,5,5,3,4,4,0,0.0,1
Female,disloyal Customer,26,Business travel,Business,610,1,0,1,4,3,1,3,3,5,3,5,4,5,3,0,0.0,0
Female,Loyal Customer,37,Personal Travel,Eco,1188,2,2,2,3,2,2,2,2,2,1,4,4,4,2,0,0.0,0
Male,Loyal Customer,57,Business travel,Business,125,4,4,4,4,5,5,4,4,4,4,5,3,4,5,0,0.0,1
Male,Loyal Customer,25,Personal Travel,Eco,721,3,5,3,2,5,3,5,5,2,5,5,4,1,5,40,42.0,1
Female,disloyal Customer,25,Business travel,Business,332,2,0,2,3,2,2,2,2,5,2,5,4,4,2,0,0.0,0
Male,Loyal Customer,67,Personal Travel,Eco,199,3,2,3,3,4,3,4,4,1,1,4,1,3,4,67,49.0,0
Male,Loyal Customer,25,Business travel,Eco Plus,913,0,3,0,1,3,0,5,3,1,1,2,3,4,3,0,0.0,0
Female,Loyal Customer,28,Business travel,Business,2288,4,4,4,4,4,4,4,4,5,5,3,3,5,4,0,0.0,1
Female,Loyal Customer,14,Personal Travel,Eco,328,3,4,3,3,5,3,5,5,4,5,5,5,5,5,0,0.0,1
Female,Loyal Customer,34,Business travel,Business,396,2,2,2,2,5,5,4,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,16,Personal Travel,Eco,1075,5,2,5,3,4,5,4,4,3,5,3,2,4,4,0,0.0,1
Female,Loyal Customer,51,Business travel,Business,719,3,3,3,3,5,5,4,4,4,4,4,3,4,4,1,0.0,1
Male,Loyal Customer,55,Personal Travel,Business,853,4,4,4,4,2,4,5,4,4,4,4,5,4,3,9,32.0,1
Female,Loyal Customer,37,Business travel,Business,250,1,4,2,2,2,3,4,1,1,1,1,1,1,2,0,0.0,0
Female,Loyal Customer,12,Personal Travel,Eco,151,2,4,2,3,3,2,3,3,3,4,5,4,5,3,0,0.0,0
Male,Loyal Customer,39,Business travel,Business,2697,0,4,0,4,4,5,5,1,1,1,1,3,1,5,0,17.0,0
Female,Loyal Customer,15,Personal Travel,Eco,325,0,4,0,3,2,0,2,2,2,4,1,3,3,2,11,3.0,0
Female,Loyal Customer,38,Personal Travel,Eco,261,5,5,5,1,5,5,5,5,4,3,1,4,3,5,0,0.0,1
Male,Loyal Customer,35,Personal Travel,Eco,650,3,5,3,4,5,3,3,5,2,2,1,3,5,5,0,0.0,1
Female,Loyal Customer,36,Business travel,Business,2149,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,2.0,1
Male,Loyal Customer,19,Personal Travel,Eco Plus,2585,2,4,2,5,2,2,2,2,3,3,4,5,4,2,0,0.0,0
Female,Loyal Customer,41,Business travel,Business,391,5,5,5,5,4,4,5,4,4,4,4,4,4,3,11,34.0,1
Male,Loyal Customer,39,Personal Travel,Eco,583,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0.0,0
Female,Loyal Customer,39,Personal Travel,Eco,719,2,4,2,1,1,2,1,1,5,5,4,4,4,1,45,45.0,0
Female,Loyal Customer,32,Personal Travel,Eco,569,4,3,4,3,5,4,5,5,1,2,3,4,4,5,0,0.0,1
Female,Loyal Customer,14,Personal Travel,Eco,2367,1,2,1,2,5,1,5,5,4,4,1,2,1,5,0,0.0,1
Female,Loyal Customer,40,Personal Travel,Eco,472,4,0,4,1,5,4,5,5,4,2,4,4,5,5,0,0.0,1
Female,Loyal Customer,41,Business travel,Business,569,2,2,2,2,2,4,5,4,4,4,4,3,4,5,7,0.0,1
Male,Loyal Customer,17,Personal Travel,Business,622,2,4,2,5,3,2,3,3,5,2,4,5,5,3,10,0.0,0
Male,Loyal Customer,63,Personal Travel,Eco,651,2,1,1,2,3,1,3,3,2,1,2,3,3,3,0,0.0,0
Female,Loyal Customer,43,Business travel,Business,944,5,5,5,5,4,4,5,3,3,3,3,3,3,3,0,0.0,1
Female,Loyal Customer,17,Personal Travel,Eco,184,2,4,0,4,2,0,2,2,4,3,4,4,5,2,0,0.0,0
Male,Loyal Customer,65,Business travel,Business,954,1,1,4,1,1,4,2,4,4,4,4,3,4,4,2,0.0,1
Male,Loyal Customer,39,Personal Travel,Eco Plus,196,1,4,1,3,5,1,5,5,3,2,5,5,5,5,0,0.0,1
Female,Loyal Customer,44,Business travel,Business,3025,1,1,3,1,3,4,4,4,3,4,5,4,4,4,149,149.0,1
Male,Loyal Customer,52,Business travel,Eco,453,5,2,4,4,5,5,5,5,2,1,3,1,2,5,0,4.0,1
Male,Loyal Customer,47,Business travel,Business,488,2,4,4,4,2,3,3,2,2,2,2,2,2,2,17,4.0,0
Female,Loyal Customer,52,Business travel,Business,1145,5,5,5,5,3,4,5,5,5,4,5,3,5,3,3,0.0,1
Male,Loyal Customer,28,Business travel,Business,1896,5,5,5,5,4,4,4,4,3,3,5,5,5,4,7,2.0,1
Male,Loyal Customer,55,Business travel,Business,3530,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0.0,1
Male,Loyal Customer,45,Business travel,Eco,753,4,2,2,2,4,4,4,4,1,2,3,2,2,4,0,8.0,0
Male,Loyal Customer,42,Personal Travel,Eco,337,1,3,1,1,3,1,3,3,2,5,5,4,4,3,0,0.0,0
Female,disloyal Customer,28,Business travel,Eco,1448,3,3,3,4,5,3,5,5,4,3,4,4,3,5,0,0.0,1
Male,Loyal Customer,42,Business travel,Eco,373,3,3,3,3,3,3,3,3,4,4,3,3,3,3,0,0.0,0
Female,Loyal Customer,61,Business travel,Business,3789,5,5,4,5,4,4,4,5,2,2,3,4,1,4,218,189.0,1
Female,Loyal Customer,64,Personal Travel,Business,500,2,5,2,3,2,4,5,3,3,2,3,4,3,5,0,0.0,1
Female,Loyal Customer,26,Business travel,Business,528,1,4,4,4,1,1,1,3,4,3,3,1,1,1,183,180.0,0
Male,Loyal Customer,68,Personal Travel,Eco,1947,2,5,2,3,3,2,3,3,5,5,5,4,4,3,1,28.0,1
Male,Loyal Customer,7,Personal Travel,Eco,1733,3,4,3,2,2,3,2,2,5,3,3,5,4,2,68,93.0,0
Male,Loyal Customer,53,Business travel,Business,3344,1,1,1,1,4,4,5,4,4,4,4,3,4,5,2,4.0,1
Male,Loyal Customer,38,Business travel,Eco,305,5,4,4,4,5,5,5,5,4,2,3,5,1,5,0,0.0,1
Female,Loyal Customer,68,Personal Travel,Eco Plus,701,3,4,3,1,2,2,1,5,5,3,1,2,5,5,14,26.0,0
Female,disloyal Customer,36,Personal Travel,Eco,631,3,1,3,3,3,3,2,3,1,4,4,4,4,3,0,0.0,0
Female,disloyal Customer,34,Business travel,Eco,655,1,1,1,4,5,1,5,5,4,1,3,2,4,5,0,0.0,1
Female,Loyal Customer,32,Business travel,Eco,525,0,0,0,1,5,0,2,5,2,5,2,2,5,5,0,0.0,0
Female,Loyal Customer,61,Business travel,Eco,163,2,5,5,5,1,3,1,2,2,2,2,3,2,5,0,0.0,0
Male,disloyal Customer,40,Business travel,Business,359,1,1,1,3,3,1,3,3,5,2,5,2,3,3,0,0.0,0
Male,Loyal Customer,45,Business travel,Business,2133,4,4,4,4,3,4,4,5,5,4,5,4,5,5,0,8.0,1
Male,Loyal Customer,49,Business travel,Business,2139,5,5,5,5,4,5,4,5,5,5,5,5,5,3,4,25.0,1
Female,Loyal Customer,55,Business travel,Business,2136,4,4,4,4,5,5,4,2,2,2,2,4,2,5,0,0.0,1
Male,Loyal Customer,59,Business travel,Eco Plus,377,5,1,1,1,5,5,5,5,4,2,1,2,2,5,97,82.0,1
Female,disloyal Customer,16,Business travel,Eco Plus,277,2,2,2,4,2,2,2,2,1,2,3,1,4,2,19,16.0,0
Female,Loyal Customer,59,Business travel,Business,1925,2,4,4,4,1,4,4,2,2,2,2,2,2,1,0,0.0,0
Male,Loyal Customer,55,Business travel,Business,3737,2,2,2,2,3,5,4,4,4,4,4,4,4,4,13,3.0,1
Female,Loyal Customer,47,Business travel,Business,471,5,2,2,2,4,3,4,5,5,4,5,2,5,2,33,26.0,1
Male,Loyal Customer,9,Business travel,Eco,776,2,2,2,2,2,2,4,2,1,1,3,1,3,2,16,6.0,0
Male,Loyal Customer,58,Personal Travel,Eco,617,3,0,3,3,2,3,2,2,4,3,5,4,4,2,0,0.0,0
Male,Loyal Customer,41,Business travel,Business,3829,3,5,3,3,1,3,4,5,5,5,5,5,5,5,1,0.0,1
Female,Loyal Customer,51,Business travel,Eco,386,2,2,4,2,2,2,3,2,2,2,2,3,2,2,0,0.0,0
Male,Loyal Customer,23,Personal Travel,Eco,449,4,3,4,3,2,4,5,2,2,2,3,3,1,2,0,0.0,0
Female,disloyal Customer,38,Business travel,Eco,1180,3,3,3,4,1,3,1,1,4,5,2,4,3,1,9,0.0,0
Female,disloyal Customer,23,Business travel,Business,867,4,5,4,4,3,4,3,3,4,2,5,5,5,3,19,2.0,1
Female,Loyal Customer,44,Personal Travel,Eco,715,1,5,1,1,4,1,5,5,5,1,5,5,5,5,0,0.0,1
Female,disloyal Customer,60,Business travel,Eco,1061,2,2,2,3,5,2,1,5,3,3,4,3,3,5,10,5.0,1
Male,disloyal Customer,28,Business travel,Business,543,0,0,0,1,1,0,1,1,5,3,5,3,5,1,14,7.0,0
Female,Loyal Customer,42,Business travel,Business,327,2,2,2,2,5,4,5,5,5,5,5,4,5,4,0,0.0,1
Female,Loyal Customer,43,Business travel,Business,2477,5,5,2,5,3,4,4,5,5,5,5,4,5,4,0,0.0,1
Female,Loyal Customer,32,Personal Travel,Eco,373,2,3,1,1,2,1,5,2,2,2,5,4,5,2,4,0.0,0
Female,Loyal Customer,52,Personal Travel,Eco Plus,190,5,4,5,3,2,4,4,4,4,5,4,5,4,5,0,0.0,1
Female,Loyal Customer,21,Personal Travel,Eco,157,2,5,2,3,1,2,1,1,3,4,5,4,5,1,91,109.0,0
Male,Loyal Customer,29,Personal Travel,Eco,334,2,5,2,5,2,2,2,2,5,4,5,4,4,2,0,0.0,0
Male,Loyal Customer,59,Business travel,Eco Plus,201,2,1,1,1,1,2,1,1,1,3,4,1,3,1,0,0.0,0
Male,Loyal Customer,33,Personal Travel,Eco,2139,1,5,0,3,5,0,5,5,5,5,3,3,5,5,0,0.0,1
Male,Loyal Customer,58,Business travel,Business,2279,2,2,2,2,3,5,4,4,4,4,4,3,4,4,36,16.0,1
Female,disloyal Customer,20,Business travel,Eco,236,2,2,2,4,5,2,5,5,2,2,4,2,4,5,22,15.0,1
Female,Loyal Customer,51,Business travel,Business,3364,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,32,Personal Travel,Eco,868,3,3,3,1,4,3,4,4,4,2,3,4,4,4,0,0.0,1
Male,Loyal Customer,15,Personal Travel,Eco,449,3,3,3,4,4,3,4,4,5,4,5,2,5,4,21,6.0,1
Male,Loyal Customer,37,Personal Travel,Eco,546,1,1,1,3,3,1,3,3,4,1,3,4,3,3,0,6.0,0
Male,Loyal Customer,12,Personal Travel,Eco,965,3,5,3,3,4,3,4,4,3,4,4,3,4,4,0,0.0,1
Female,disloyal Customer,25,Business travel,Eco,108,2,3,1,2,2,1,2,2,2,4,2,1,2,2,76,125.0,0
Female,Loyal Customer,24,Business travel,Business,1721,3,2,3,3,5,5,5,5,3,2,5,3,3,5,0,0.0,1
Male,Loyal Customer,35,Personal Travel,Eco,248,5,5,5,4,2,5,2,2,3,5,4,4,5,2,2,3.0,0
Male,Loyal Customer,52,Business travel,Business,192,4,4,4,4,5,3,1,4,4,4,4,3,4,1,0,0.0,1
Male,Loyal Customer,63,Personal Travel,Eco,594,3,2,3,4,5,3,5,5,4,3,4,2,3,5,13,3.0,1
Female,Loyal Customer,52,Personal Travel,Eco,387,3,4,3,3,5,5,5,5,5,3,5,5,5,4,0,0.0,1
Female,Loyal Customer,25,Business travel,Business,3431,2,5,5,5,2,2,2,2,3,2,3,3,3,2,0,12.0,0
Female,Loyal Customer,60,Business travel,Business,399,3,3,3,3,4,4,4,4,4,4,4,5,4,4,22,27.0,1
Male,disloyal Customer,24,Business travel,Eco,197,3,5,4,4,3,4,5,3,5,4,5,3,5,3,4,4.0,1
Female,disloyal Customer,21,Business travel,Eco,1023,1,2,2,4,2,3,3,1,1,3,3,3,2,3,384,402.0,0
Male,Loyal Customer,25,Business travel,Eco Plus,590,4,3,4,4,4,4,4,4,4,5,4,3,3,4,0,0.0,1
Male,Loyal Customer,67,Business travel,Business,3732,0,5,0,3,2,2,3,1,1,4,4,2,1,5,0,0.0,0
Male,Loyal Customer,27,Personal Travel,Eco Plus,248,4,1,4,2,1,4,1,1,1,1,3,3,3,1,0,22.0,0
Female,disloyal Customer,37,Business travel,Business,550,2,2,2,4,3,2,3,3,4,4,4,4,4,3,3,0.0,0
Female,Loyal Customer,23,Business travel,Business,731,2,2,2,2,4,4,4,4,3,5,5,3,4,4,0,0.0,1
Male,disloyal Customer,41,Business travel,Business,2296,3,3,3,3,5,3,5,5,3,3,4,4,4,5,0,0.0,1
Female,disloyal Customer,38,Business travel,Business,250,5,5,5,3,2,5,2,2,4,2,5,3,4,2,0,0.0,0
Male,Loyal Customer,31,Business travel,Business,937,3,1,1,1,3,3,3,3,2,4,4,4,4,3,22,16.0,0
Female,Loyal Customer,39,Business travel,Business,1505,1,4,4,4,3,4,3,1,1,1,1,3,1,1,0,2.0,0
Female,Loyal Customer,32,Personal Travel,Eco,337,3,5,3,5,5,3,5,5,5,2,5,5,4,5,0,0.0,1
Female,Loyal Customer,25,Business travel,Eco Plus,705,3,4,4,4,3,2,1,3,4,1,3,1,3,3,0,12.0,0
Male,disloyal Customer,59,Business travel,Business,460,5,5,5,1,4,5,4,4,5,2,4,4,5,4,0,0.0,1
Female,Loyal Customer,52,Business travel,Business,3645,0,4,0,4,5,5,5,1,1,1,1,3,1,3,0,0.0,0
Female,Loyal Customer,44,Business travel,Eco,290,3,2,2,2,2,3,4,3,3,3,3,3,3,2,0,0.0,0
Female,Loyal Customer,43,Business travel,Eco,419,5,4,4,4,2,3,4,5,5,5,5,3,5,1,0,0.0,1
Male,disloyal Customer,27,Business travel,Business,287,2,2,2,3,5,2,5,5,4,2,2,3,3,5,104,91.0,1
Female,Loyal Customer,41,Business travel,Business,594,4,4,4,4,2,4,5,5,5,5,5,3,5,4,0,0.0,1
Female,Loyal Customer,59,Personal Travel,Eco,1721,3,3,3,4,4,4,4,4,4,3,4,1,4,3,9,0.0,1
Male,Loyal Customer,12,Personal Travel,Eco,300,2,5,2,5,3,2,3,3,4,5,4,3,5,3,0,7.0,0
Male,disloyal Customer,72,Business travel,Business,279,4,4,4,2,1,4,1,1,1,4,2,3,5,1,0,0.0,0
Female,disloyal Customer,11,Business travel,Eco,529,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15.0,1
Female,Loyal Customer,60,Business travel,Business,3515,1,1,1,1,4,5,2,5,5,5,5,5,5,4,0,3.0,1
Female,Loyal Customer,47,Business travel,Business,4502,3,3,2,3,4,4,4,4,5,5,5,4,4,4,0,20.0,1
Male,Loyal Customer,42,Business travel,Business,3383,5,5,2,5,4,5,4,5,5,5,5,5,5,3,0,0.0,1
Male,Loyal Customer,25,Personal Travel,Eco,213,2,2,2,4,1,2,1,1,4,1,4,1,3,1,0,0.0,0
Male,Loyal Customer,29,Personal Travel,Business,1084,2,5,2,3,3,2,3,3,4,4,5,5,4,3,1,0.0,1
Female,Loyal Customer,50,Personal Travel,Eco,695,0,2,0,4,3,3,4,5,5,0,5,2,5,2,0,1.0,0
Female,Loyal Customer,38,Business travel,Business,2194,2,2,2,2,5,5,5,5,5,5,5,4,5,3,2,0.0,1
Female,Loyal Customer,19,Personal Travel,Business,1825,4,4,4,4,5,4,5,5,4,4,3,5,4,5,0,0.0,1
Male,Loyal Customer,36,Personal Travel,Eco,1012,4,3,3,2,4,3,1,4,5,1,5,1,3,4,6,0.0,0
Female,Loyal Customer,17,Personal Travel,Eco,356,4,4,4,3,5,4,5,5,4,5,4,5,5,5,0,0.0,1
Male,Loyal Customer,39,Business travel,Business,611,1,2,2,2,4,4,4,1,1,1,1,2,1,2,46,42.0,0
Female,Loyal Customer,56,Business travel,Eco,90,4,2,2,2,5,4,3,5,5,4,5,4,5,3,0,0.0,1
Female,Loyal Customer,12,Personal Travel,Eco,1235,2,5,2,2,5,2,4,5,3,5,4,3,5,5,0,0.0,1
Male,Loyal Customer,38,Business travel,Business,1306,3,3,3,3,5,5,4,3,3,3,3,3,3,3,0,0.0,1
Female,Loyal Customer,21,Personal Travel,Eco Plus,769,2,1,2,3,5,2,2,5,2,1,3,1,3,5,0,0.0,0
Male,disloyal Customer,29,Business travel,Eco,373,3,2,4,4,2,4,2,2,1,1,3,4,4,2,27,34.0,0
Male,Loyal Customer,41,Business travel,Business,2531,3,2,4,4,3,4,4,3,3,3,3,1,3,4,29,33.0,1
Female,Loyal Customer,18,Personal Travel,Eco,761,2,4,2,1,5,2,5,5,3,4,5,3,5,5,0,0.0,1
Female,Loyal Customer,50,Business travel,Eco,1069,4,2,3,2,2,4,4,4,4,4,4,1,4,1,0,0.0,0
Female,disloyal Customer,22,Business travel,Eco,1027,5,5,5,2,4,5,4,4,4,1,1,3,4,4,22,19.0,1
Male,Loyal Customer,44,Business travel,Business,3913,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,34.0,1
Female,disloyal Customer,27,Business travel,Eco,238,4,0,4,3,2,4,2,2,2,5,4,2,1,2,0,0.0,0
Male,Loyal Customer,45,Business travel,Business,950,1,1,1,1,3,4,5,3,3,3,3,3,3,3,0,0.0,0
Female,disloyal Customer,14,Business travel,Eco,651,3,0,3,3,4,3,4,4,1,2,3,2,4,4,96,92.0,0
Female,Loyal Customer,17,Personal Travel,Eco,408,2,4,2,3,3,2,3,3,5,3,5,3,4,3,5,3.0,0
Male,Loyal Customer,31,Business travel,Business,2513,1,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0.0,1
Male,disloyal Customer,12,Business travel,Eco,714,3,4,4,3,4,1,5,3,3,4,3,5,2,5,193,189.0,1
Male,disloyal Customer,20,Business travel,Business,1487,5,0,5,3,1,5,1,1,4,2,5,4,5,1,0,0.0,0
Female,Loyal Customer,22,Personal Travel,Eco,1035,3,5,3,2,3,3,3,3,3,3,4,3,5,3,0,3.0,0
Female,Loyal Customer,27,Business travel,Business,3921,3,1,2,1,3,3,3,3,3,4,3,1,4,3,0,0.0,0
Male,Loyal Customer,55,Business travel,Business,1739,5,3,5,5,4,5,5,5,5,5,5,3,5,3,0,1.0,1
Female,Loyal Customer,51,Business travel,Business,2901,1,5,5,5,4,2,1,1,1,1,1,2,1,1,29,12.0,0
Male,disloyal Customer,36,Business travel,Business,1744,3,3,3,4,3,3,3,3,3,5,4,4,5,3,5,0.0,1
Male,Loyal Customer,41,Business travel,Business,1889,0,0,0,4,5,4,4,1,1,1,1,4,1,4,6,5.0,0
Female,disloyal Customer,34,Business travel,Business,335,2,2,2,3,5,2,5,5,4,2,5,5,5,5,0,0.0,1
Male,Loyal Customer,30,Business travel,Business,651,2,3,2,2,4,4,4,4,1,1,4,4,3,4,0,0.0,1
Female,Loyal Customer,43,Business travel,Eco Plus,223,2,1,1,1,4,1,1,2,2,2,2,3,2,1,28,20.0,0
Female,Loyal Customer,25,Business travel,Business,3532,4,4,4,4,4,4,4,4,4,5,1,4,1,4,0,0.0,1
Female,Loyal Customer,26,Business travel,Eco Plus,463,4,3,3,3,4,4,4,4,5,5,4,2,5,4,0,0.0,1
Female,disloyal Customer,35,Business travel,Business,762,2,1,1,1,3,1,3,3,4,4,4,3,4,3,14,25.0,0
Female,Loyal Customer,49,Business travel,Eco Plus,583,3,3,3,3,5,3,4,3,3,3,3,1,3,3,0,2.0,0
Female,disloyal Customer,29,Business travel,Eco,541,2,3,2,4,1,2,1,1,2,4,3,4,4,1,0,0.0,0
Male,Loyal Customer,31,Personal Travel,Eco,1310,2,5,2,2,5,2,5,5,5,3,4,5,5,5,0,20.0,1
Male,Loyal Customer,10,Business travel,Business,3692,1,3,3,3,1,1,1,1,2,4,4,4,3,1,9,30.0,0
Female,Loyal Customer,64,Personal Travel,Eco Plus,272,4,0,4,1,3,4,3,1,1,4,2,5,1,3,4,0.0,0
Female,Loyal Customer,49,Business travel,Business,224,4,4,2,4,4,4,2,5,5,5,5,5,5,4,2,4.0,1
Male,Loyal Customer,59,Business travel,Business,2586,1,3,3,3,1,1,1,1,1,4,3,1,4,1,83,116.0,0
Female,Loyal Customer,16,Personal Travel,Business,1123,3,5,3,5,3,3,3,3,3,5,5,3,5,3,0,8.0,1
Female,Loyal Customer,58,Business travel,Business,2299,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0.0,1
Male,Loyal Customer,60,Personal Travel,Eco,868,3,5,3,2,4,3,1,4,5,5,3,4,2,4,0,0.0,1
Male,Loyal Customer,11,Personal Travel,Eco,1050,4,4,4,4,3,4,3,3,4,3,4,4,5,3,0,0.0,1
Male,Loyal Customer,48,Business travel,Business,1851,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,1
Male,disloyal Customer,23,Business travel,Eco,489,3,2,3,3,1,3,1,1,2,5,3,2,3,1,51,49.0,0
Male,Loyal Customer,43,Personal Travel,Eco,258,2,5,0,4,5,0,5,5,4,4,2,1,4,5,2,12.0,1
Male,disloyal Customer,22,Business travel,Eco,462,3,4,3,4,1,3,1,1,3,3,1,3,2,1,0,0.0,0
Male,Loyal Customer,57,Business travel,Business,3621,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,0.0,1
Female,Loyal Customer,45,Business travel,Business,980,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,0.0,1
Male,Loyal Customer,48,Personal Travel,Business,247,5,5,5,1,3,5,4,3,3,5,3,4,3,4,27,32.0,1
Female,Loyal Customer,33,Personal Travel,Eco,867,2,3,2,3,5,2,4,5,3,3,4,1,4,5,3,62.0,1
Female,Loyal Customer,45,Business travel,Business,1609,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0.0,1
Male,Loyal Customer,38,Personal Travel,Eco,369,3,3,3,3,4,3,5,4,5,3,1,4,3,4,26,42.0,1
Female,disloyal Customer,33,Business travel,Business,2979,2,2,2,1,2,5,5,3,2,5,4,5,4,5,4,17.0,1
Male,Loyal Customer,40,Business travel,Business,3896,3,3,3,3,4,4,4,5,5,5,5,5,5,5,0,0.0,1
Female,Loyal Customer,44,Personal Travel,Eco,1411,0,5,0,2,3,5,5,2,2,0,2,2,2,5,0,0.0,0
Female,Loyal Customer,59,Business travel,Eco,680,5,5,5,5,5,1,1,5,5,5,5,1,5,5,8,24.0,1
Female,Loyal Customer,35,Personal Travel,Eco,134,3,0,3,4,4,3,4,4,4,5,5,3,4,4,58,59.0,1
Female,Loyal Customer,35,Business travel,Business,3428,4,2,2,2,4,3,3,4,4,4,4,2,4,3,0,0.0,1
Male,Loyal Customer,46,Personal Travel,Eco,404,4,3,4,4,3,4,5,3,1,2,1,2,4,3,37,10.0,0
Male,Loyal Customer,26,Business travel,Business,1372,1,1,1,1,5,5,5,5,5,5,5,4,5,5,55,76.0,1
Male,disloyal Customer,24,Business travel,Eco,1009,5,5,5,2,5,5,2,5,3,2,5,3,4,5,4,0.0,1
Male,Loyal Customer,38,Business travel,Business,2969,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0.0,1
Female,Loyal Customer,32,Business travel,Business,2677,3,3,3,3,3,3,3,3,4,4,5,4,4,3,0,0.0,1
Male,Loyal Customer,45,Business travel,Business,3423,4,1,1,1,2,3,4,4,4,4,4,3,4,1,0,0.0,1
Male,Loyal Customer,59,Personal Travel,Eco,2176,3,1,3,3,2,3,2,2,2,2,4,2,4,2,0,0.0,0
Male,Loyal Customer,50,Personal Travel,Eco,594,3,3,3,4,3,3,1,3,2,3,4,4,3,3,0,22.0,0
Female,Loyal Customer,9,Personal Travel,Eco,925,3,4,3,1,3,3,3,3,3,5,5,4,5,3,0,10.0,1
Male,Loyal Customer,43,Business travel,Eco,2404,5,5,5,5,4,5,4,4,2,2,5,3,4,4,0,0.0,1
Male,Loyal Customer,49,Business travel,Business,813,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,0.0,1
Male,Loyal Customer,51,Business travel,Business,1407,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,1.0,1
Male,Loyal Customer,60,Business travel,Business,3239,2,2,2,2,2,5,5,4,4,4,4,3,4,3,37,34.0,1
Male,disloyal Customer,22,Business travel,Eco,190,3,5,3,3,1,3,1,1,5,1,3,1,1,1,0,0.0,0
Female,Loyal Customer,40,Business travel,Eco,241,1,3,3,3,1,1,1,1,2,5,3,4,3,1,0,10.0,0
Male,Loyal Customer,39,Business travel,Eco Plus,216,4,5,5,5,4,4,4,4,3,2,1,4,3,4,0,2.0,1
Female,Loyal Customer,26,Personal Travel,Eco,1009,3,2,3,3,5,3,2,5,2,4,4,3,3,5,0,0.0,1
Male,Loyal Customer,61,Personal Travel,Eco,2288,1,2,1,3,1,1,1,1,1,3,3,2,3,1,0,0.0,0
Male,Loyal Customer,72,Business travel,Eco,209,2,5,5,5,2,2,2,2,2,5,3,2,3,2,0,0.0,0
Male,Loyal Customer,44,Business travel,Business,605,1,0,0,3,2,3,3,3,3,0,2,3,3,3,0,7.0,0
Male,Loyal Customer,21,Personal Travel,Eco,628,4,5,4,3,4,4,5,4,3,3,4,4,4,4,0,0.0,1
Female,Loyal Customer,14,Personal Travel,Eco,295,2,4,2,3,2,2,1,2,5,3,4,3,5,2,0,1.0,0
